Player,Age,Tm,G,GS,MP_per_game,FG_per_game,FGA_per_game,FG%_per_game,3P_per_game,3PA_per_game,3P%_per_game,2P_per_game,2PA_per_game,2P%_per_game,eFG%_per_game,FT_per_game,FTA_per_game,FT%_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,Season S-1,PER_advanced,TS%_advanced,3PAr_advanced,FTr_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,MP_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,TOV_totals,PF_totals,PTS_totals,Salary S,Salary S-1,Cap Maximum S,Cap Maximum S-1,% of Cap S-1,% of Cap S,C,PF,PG,SF,SG
Furkan Korkmaz,24,PHI,67,19,21.1,2.7,7,0.387,1.1,4,0.289,1.6,3,0.515,0.469,1,1.3,0.81,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6,2021-22,10.2,0.502,0.566,0.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,0.1,1.1,1.2,0.041,-2,-1.1,-3.1,-0.4,1414,182,470,0.387,77,266,0.289,105,204,0.515,0.469,68,84,0.81,22,153,175,127,33,9,48,58,509,5,4.62963,136.021,123.655,3.743989325,3.675902986,0,0,0,0,1
Luke Kornet,26,BOS,15,0,6.9,0.9,1.8,0.481,0,0.3,0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0,0.6,2,2021-22,16.6,0.506,0.185,0.222,14,16.4,15.2,12.4,1.4,2.6,0,12.7,0.2,0.2,0.4,0.194,-0.9,0.4,-0.5,0,103,13,27,0.481,0,5,0,13,22,0.591,0.481,4,6,0.667,13,16,29,9,3,3,0,9,30,2.133278,0.812364,136.021,123.655,0.656960091,1.568344594,1,0,0,0,0
Vit Krejci,21,OKC,30,8,23,2.3,5.6,0.407,1.1,3.3,0.327,1.2,2.3,0.522,0.503,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1,2.2,6.2,2021-22,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,0.042,-4.3,-1,-5.3,-0.6,690,68,167,0.407,32,98,0.327,36,69,0.522,0.503,19,22,0.864,18,83,101,57,19,8,29,65,187,1.563518,0.925258,136.021,123.655,0.748257652,1.149468097,0,0,0,0,1
Jonathan Kuminga,19,GSW,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3,2021-22,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12,22.7,1.3,1.8,3,0.123,-1.3,-0.2,-1.5,0.1,1185,236,460,0.513,50,149,0.336,186,311,0.598,0.567,130,190,0.684,54,180,234,64,31,22,74,146,652,5.73984,5.46636,136.021,123.655,4.42065424,4.219818999,0,0,0,1,0
Kyle Kuzma,26,WAS,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,2021-22,15.2,0.547,0.401,0.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,0,2,2,0.044,0.2,-0.4,-0.2,1,2204,423,936,0.452,128,375,0.341,295,561,0.526,0.52,156,219,0.712,70,491,561,233,42,57,169,128,1130,13,13,136.021,123.655,10.51312118,9.557347762,0,1,0,0,0
Anthony Lamb,24,SAS,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,2021-22,-0.5,0,1,0,0,13.2,6.6,27.9,0,0,0,10.6,0,0,0,-0.138,-6.2,-1.8,-8,0,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0.694878,0.136095,136.021,123.655,0.110060248,0.510860823,0,0,0,1,0
Jock Landale,26,SAS,54,1,10.9,1.9,3.8,0.495,0.5,1.6,0.326,1.3,2.1,0.626,0.566,0.6,0.8,0.829,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1,4.9,2021-22,16,0.597,0.436,0.201,11.1,13.5,12.3,10.6,0.8,2,12.3,18.1,1,0.4,1.5,0.121,0.7,-1.1,-0.4,0.2,589,101,204,0.495,29,89,0.326,72,115,0.626,0.566,34,41,0.829,63,75,138,45,10,14,31,53,265,1.563518,0.925258,136.021,123.655,0.748257652,1.149468097,1,0,0,0,0
Romeo Langford,22,SAS,48,5,16.1,1.7,4,0.435,0.6,1.8,0.341,1.1,2.2,0.509,0.51,0.5,0.9,0.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1,4.5,2021-22,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,0.3,1,1.3,0.082,-2.3,1,-1.4,0.1,771,83,191,0.435,29,85,0.341,54,106,0.509,0.51,23,42,0.548,30,78,108,21,22,16,16,47,218,5.634257,3.80436,136.021,123.655,3.076592131,4.142196426,0,0,0,0,1
Zach LaVine,26,CHI,67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,2021-22,20,0.605,0.401,0.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,4.5,1.3,5.8,0.12,3.9,-1.5,2.4,2.6,2328,565,1186,0.476,185,475,0.389,380,711,0.534,0.554,320,375,0.853,22,286,308,303,41,23,171,120,1635,37.0965,19.5,136.021,123.655,15.76968178,27.27262702,0,0,0,0,1
Damion Lee,29,GSW,63,5,19.9,2.7,6.1,0.441,1,3,0.337,1.7,3.1,0.541,0.523,1,1.2,0.88,0.4,2.8,3.2,1,0.6,0.1,0.6,1.5,7.4,2021-22,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,0.9,1.8,2.7,0.102,-2.4,0.4,-2,0,1256,169,383,0.441,63,187,0.337,106,196,0.541,0.523,66,75,0.88,27,176,203,63,39,6,38,95,467,2.133278,1.91086,136.021,123.655,1.545315596,1.568344594,0,0,0,0,1
Saben Lee,22,DET,37,0,16.3,1.9,4.8,0.39,0.4,1.6,0.233,1.5,3.2,0.47,0.429,1.5,1.9,0.789,0.5,1.9,2.4,2.9,1,0.3,1,1.2,5.6,2021-22,13.8,0.499,0.339,0.401,3.1,13,7.8,26.2,2.9,1.8,14.7,17.3,0.3,0.7,0.9,0.073,-1.9,1.5,-0.4,0.2,604,69,177,0.39,14,60,0.233,55,117,0.47,0.429,56,71,0.789,18,69,87,107,36,12,36,44,208,2.26664,1.489065,136.021,123.655,1.204209292,1.666389749,0,0,1,0,0
Alex Len,28,SAC,39,10,15.9,2.4,4.5,0.534,0.2,0.5,0.286,2.3,4,0.568,0.551,1.1,1.6,0.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6,2021-22,13.1,0.577,0.119,0.358,9,19.3,14.1,10.6,1,3.5,17.4,17.1,0.4,0.5,0.9,0.07,-3.2,0.3,-2.9,-0.1,620,94,176,0.534,6,21,0.286,88,155,0.568,0.551,41,63,0.651,52,109,161,45,13,25,43,100,235,3.9186,3.732,136.021,123.655,3.018074481,2.880878688,1,0,0,0,0
Caris LeVert,27,CLE,58,49,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17,2021-22,15.1,0.525,0.3,0.226,2.7,10.7,6.7,22,1.4,1.1,10.3,25.4,1.2,1,2.2,0.059,0,-1.2,-1.2,0.4,1780,379,854,0.444,82,256,0.32,297,598,0.497,0.492,146,193,0.756,43,171,214,248,51,23,108,131,986,18.796296,17.5,136.021,123.655,14.15227852,13.81867212,0,0,0,0,1
Kira Lewis,20,NOP,24,0,14.2,2.5,6.1,0.404,0.5,2.4,0.224,1.9,3.7,0.523,0.449,0.4,0.5,0.833,0.4,1.3,1.6,2,0.5,0,1.1,0.7,5.9,2021-22,9.8,0.466,0.397,0.082,2.9,10,6.3,21.7,1.6,0.3,14.7,22.3,-0.3,0.2,-0.1,-0.017,-2.8,-1.2,-4,-0.2,341,59,146,0.404,13,58,0.224,46,88,0.523,0.449,10,12,0.833,9,30,39,49,11,1,26,17,141,4.00428,3.82224,136.021,123.655,3.091051716,2.943868961,0,0,1,0,0
Damian Lillard,31,POR,29,29,36.4,7.7,19,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24,2021-22,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34,0.8,1,11.6,29.3,1.7,0.1,1.7,0.079,4,-2.7,1.3,0.9,1056,222,552,0.402,92,284,0.324,130,268,0.485,0.486,159,181,0.878,13,107,120,212,17,11,83,37,695,42.492492,39.3449,136.021,123.655,31.81828474,31.23965564,0,0,1,0,0
Nassir Little,21,POR,42,23,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1,2,9.8,2021-22,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,0.076,-0.9,-0.6,-1.4,0.2,1088,145,315,0.46,51,154,0.331,94,161,0.584,0.541,69,94,0.734,58,178,236,54,25,36,40,82,410,4.171548,2.31624,136.021,123.655,1.873147062,3.06684115,0,0,0,1,0
Isaiah Livers,23,DET,19,5,20.2,2.2,4.7,0.456,1.4,3.4,0.422,0.7,1.4,0.538,0.606,0.6,0.7,0.857,0.8,2.2,3,1.1,0.7,0.4,0.8,1.9,6.4,2021-22,11.1,0.629,0.711,0.156,4,12.5,8,8,1.7,1.6,13.5,12.4,0.4,0.3,0.7,0.085,-1.3,-0.2,-1.5,0,383,41,90,0.456,27,64,0.422,14,26,0.538,0.606,12,14,0.857,15,42,57,21,13,7,15,37,121,1.563518,1.05726,136.021,123.655,0.855007885,1.149468097,0,0,0,1,0
Kevon Looney,25,GSW,82,80,21.1,2.5,4.4,0.571,0,0,0,2.5,4.4,0.573,0.571,0.9,1.5,0.6,2.5,4.7,7.3,2,0.6,0.6,0.8,2.6,6,2021-22,15.7,0.586,0.003,0.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,3.5,3.2,6.8,0.187,-0.9,1.7,0.9,1.3,1732,208,364,0.571,0,1,0,208,363,0.573,0.571,75,125,0.6,208,388,596,165,50,52,67,215,491,8,5.178572,136.021,123.655,4.187919615,5.881444777,1,0,0,0,0
Brook Lopez,33,MIL,13,11,22.9,4.7,10.1,0.466,1.5,4.1,0.358,3.2,6,0.538,0.538,1.5,1.8,0.87,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6,12.4,2021-22,16,0.57,0.405,0.176,6.9,11.9,9.4,3,1.3,4.8,7.8,21.9,0.3,0.3,0.7,0.108,-0.7,-0.7,-1.3,0.1,298,61,131,0.466,19,53,0.358,42,78,0.538,0.538,20,23,0.87,19,34,53,6,8,15,12,34,161,13.906976,13.302325,136.021,123.655,10.7576119,10.22413892,1,0,0,0,0
Robin Lopez,33,ORL,36,9,17,3.1,5.5,0.553,0.1,0.2,0.333,3,5.4,0.56,0.558,0.9,1.5,0.593,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9,7.1,2021-22,13.7,0.57,0.03,0.271,11.7,10,10.9,14.4,0.2,2.7,16.5,18.9,0.5,0.3,0.8,0.064,-2.4,-1.4,-3.8,-0.3,612,110,199,0.553,2,6,0.333,108,193,0.56,0.558,32,54,0.593,68,58,126,54,2,18,44,67,254,2.905851,5,136.021,123.655,4.043508148,2.136325273,1,0,0,0,0
Didi Louzada,22,POR,9,1,14.3,1.3,3.7,0.364,1,2.6,0.391,0.3,1.1,0.3,0.5,0.2,0.2,1,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9,2021-22,6.4,0.517,0.697,0.061,4.1,10.6,7.2,5.3,0.8,1.5,12.9,13,0,0,0,-0.005,-4.1,-3.4,-7.5,-0.2,129,12,33,0.364,9,23,0.391,3,10,0.3,0.5,2,2,1,5,12,17,5,2,2,5,13,35,0.268032,1.786878,136.021,123.655,1.44505115,0.197051926,0,0,0,0,1
Kevin Love,33,CLE,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,2021-22,19.6,0.594,0.627,0.26,5.9,29.2,17.8,15.3,0.8,1,10.4,25.1,3.2,2.5,5.7,0.164,4.4,0.1,4.5,2.7,1665,327,761,0.43,187,477,0.392,140,284,0.493,0.553,166,198,0.838,87,449,536,160,26,18,98,101,1007,30.556968,31.258256,136.021,123.655,25.27860256,22.46488998,1,0,0,0,0
Kyle Lowry,35,MIA,63,63,33.9,4.4,10,0.44,2.3,6.1,0.377,2.1,3.9,0.539,0.555,2.3,2.8,0.851,0.5,4,4.5,7.5,1.1,0.3,2.7,2.8,13.4,2021-22,15,0.6,0.609,0.278,1.8,13,7.5,32.3,1.6,0.8,19.3,18.2,3.7,2.7,6.4,0.143,1.1,0.8,2,2.1,2133,276,627,0.44,144,382,0.377,132,245,0.539,0.555,148,174,0.851,33,249,282,474,67,17,168,177,844,28.333334,26.984128,136.021,123.655,21.82210829,20.83011741,0,0,1,0,0
Trey Lyles,26,SAC,75,23,20.5,3.5,7.5,0.466,0.9,2.8,0.321,2.6,4.7,0.552,0.526,2.6,3.2,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1,1.6,10.5,2021-22,16.4,0.588,0.372,0.432,6,21.2,13.4,9,0.9,1.9,9.8,20.7,2.4,1.2,3.5,0.111,0.5,-0.8,-0.3,0.7,1536,262,562,0.466,67,209,0.321,195,353,0.552,0.526,195,243,0.802,89,290,379,88,29,32,73,123,786,2.625,2.5,136.021,123.655,2.021754074,1.929849067,0,1,0,0,0
Theo Maledon,20,OKC,51,7,17.8,2.3,6.2,0.375,0.9,2.9,0.293,1.5,3.3,0.449,0.445,1.5,2,0.79,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1,2021-22,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,0.015,-3.7,-0.7,-4.4,-0.6,908,119,317,0.375,44,150,0.293,75,167,0.449,0.445,79,100,0.79,20,111,131,111,31,11,65,67,361,2.408891,2,136.021,123.655,1.617403259,1.770969924,0,0,1,0,0
Sandro Mamukelashvili,22,MIL,41,3,9.9,1.4,2.8,0.496,0.5,1.3,0.423,0.9,1.5,0.556,0.591,0.4,0.5,0.818,0.9,1.1,2,0.5,0.2,0.2,0.4,0.7,3.8,2021-22,14.7,0.618,0.452,0.191,9.3,12,10.7,7.4,1.1,2.1,10.7,14.6,0.8,0.3,1.1,0.135,0.6,-1,-0.3,0.2,407,57,115,0.496,22,52,0.423,35,63,0.556,0.591,18,22,0.818,35,47,82,22,9,9,15,28,154,1.116112,0.462629,136.021,123.655,0.374128826,0.820543887,0,1,0,0,0
Terance Mann,25,LAC,81,33,28.6,4.1,8.5,0.484,0.9,2.6,0.365,3.2,6,0.535,0.539,1.6,2,0.78,1.3,4,5.2,2.6,0.7,0.3,1,2.2,10.8,2021-22,13.4,0.572,0.301,0.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16,3.1,2.4,5.5,0.113,-0.8,0.2,-0.6,0.8,2317,334,690,0.484,76,208,0.365,258,482,0.535,0.539,128,164,0.78,104,321,425,209,55,21,84,178,872,1.930681,1.782621,136.021,123.655,1.441608508,1.41939921,0,0,0,1,0
Tre Mann,20,OKC,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,0.476,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,2021-22,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22,-1,1,0.1,0.002,-3.3,-1.1,-4.4,-0.8,1367,231,588,0.393,98,272,0.36,133,316,0.421,0.476,65,82,0.793,25,146,171,91,47,12,71,102,625,3.0462,2.90124,136.021,123.655,2.346237516,2.239507135,0,0,1,0,0
Boban Marjanovic,33,DAL,23,0,5.6,1.8,3,0.6,0,0.2,0.25,1.8,2.9,0.621,0.607,0.6,1,0.591,0.3,1.3,1.7,0.1,0,0.1,0.7,1,4.3,2021-22,18.5,0.615,0.057,0.314,6.9,27,16.9,4.8,0,2.1,15.8,33.3,-0.1,0.2,0.1,0.045,-3.2,-1.2,-4.4,-0.1,128,42,70,0.6,1,4,0.25,41,66,0.621,0.607,13,22,0.591,8,31,39,3,0,3,15,24,98,4.101478,3.5,136.021,123.655,2.830455703,3.015327045,1,0,0,0,0
Lauri Markkanen,24,CLE,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,2021-22,14.7,0.582,0.541,0.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,2.7,2.3,5,0.127,0.4,-0.1,0.4,1.1,1878,313,703,0.445,136,380,0.358,177,323,0.548,0.542,138,159,0.868,59,286,345,81,45,30,54,130,900,16.475454,15.690909,136.021,123.655,12.68926368,12.11243411,0,0,0,1,0
Naji Marshall,24,NOP,55,4,13.4,2,4.9,0.405,0.4,1.9,0.2,1.6,3,0.537,0.444,1.3,1.7,0.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7,2021-22,12.3,0.505,0.39,0.346,5.6,16,10.7,12.3,2.2,1,12.9,20.8,0,0.7,0.8,0.05,-2.7,-0.5,-3.2,-0.2,735,109,269,0.405,21,105,0.2,88,164,0.537,0.444,74,93,0.796,38,104,142,62,33,8,46,69,313,1.782621,1.517981,136.021,123.655,1.227593708,1.310548371,0,0,0,1,0
Caleb Martin,26,MIA,60,12,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1,0.5,0.9,1.7,9.2,2021-22,14.8,0.611,0.378,0.227,5.9,13,9.5,7,2.1,2.3,10.3,16.3,1.9,2.1,4,0.139,0.1,0.9,1.1,1.1,1372,208,410,0.507,64,155,0.413,144,255,0.565,0.585,71,93,0.763,70,160,230,64,58,30,52,104,551,6.479,0.844011,136.021,123.655,0.682553071,4.763235089,0,0,0,1,0
Cody Martin,26,CHO,71,11,26.3,2.9,6,0.482,0.9,2.2,0.384,2,3.7,0.542,0.554,1.1,1.5,0.701,1.2,2.9,4,2.5,1.2,0.5,0.9,1.6,7.7,2021-22,12.7,0.579,0.376,0.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,2.4,1.5,3.9,0.101,-1.2,0.7,-0.5,0.7,1866,204,423,0.482,61,159,0.384,143,264,0.542,0.554,75,107,0.701,82,203,285,179,88,32,61,116,544,7,1.782621,136.021,123.655,1.441608508,5.14626418,0,0,0,1,0
Garrison Mathews,25,HOU,65,33,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.7,1.2,0.6,0.55,2.2,2.8,0.794,0.5,2.4,2.9,1,0.9,0.4,0.6,2.6,10,2021-22,11,0.602,0.837,0.39,2,10.2,6.1,5.3,1.6,1.3,7.1,14.4,2.2,0.5,2.8,0.078,-1.3,-1,-2.3,-0.1,1712,184,461,0.399,139,386,0.36,45,75,0.6,0.55,143,180,0.794,32,158,190,64,57,24,41,168,650,2,2,136.021,123.655,1.617403259,1.470361194,0,0,0,0,1
Wesley Matthews,35,MIL,49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.516,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,2021-22,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,0.056,-3,-0.3,-3.3,-0.3,1002,87,220,0.395,53,157,0.338,34,63,0.54,0.516,22,28,0.786,30,62,92,36,23,8,18,87,249,2.905851,1.958495,136.021,123.655,1.583838098,2.136325273,0,0,0,0,1
Tyrese Maxey,21,PHI,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,2021-22,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1,1.1,7.4,20.2,5.4,1.9,7.3,0.132,1.3,-0.7,0.6,1.8,2650,483,995,0.485,132,309,0.427,351,686,0.512,0.552,213,246,0.866,26,214,240,321,55,32,88,156,1311,2.72688,2.60292,136.021,123.655,2.104985646,2.004749267,0,0,1,0,0
Skylar Mays,24,ATL,28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0,0.4,0.3,2.9,2021-22,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0,12.8,15.5,0.2,0.1,0.3,0.061,-1.2,-0.8,-2,0,220,32,64,0.5,8,25,0.32,24,39,0.615,0.563,8,9,0.889,5,20,25,17,7,0,10,9,80,0.116574,0.510907,136.021,123.655,0.413171323,0.085702943,0,0,0,0,1
Miles McBride,21,NYK,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1,0.375,0.375,0.2,0.3,0.667,0.1,1,1.1,1,0.4,0,0.1,1.1,2.2,2021-22,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1,-4.5,-0.2,372,32,108,0.296,17,68,0.25,15,40,0.375,0.375,8,12,0.667,4,38,42,41,14,1,5,45,89,1.563518,0.925258,136.021,123.655,0.748257652,1.149468097,0,0,1,0,0
Mac McClung,23,LAL,2,0,12,1.5,3,0.5,0.5,1.5,0.333,1,1.5,0.667,0.583,0.5,0.5,1,0,1.5,1.5,0.5,0.5,0.5,1.5,2.5,4,2021-22,5.2,0.621,0.5,0.167,0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,0,0,0,-0.045,-8.4,-1.2,-9.6,0,24,3,6,0.5,1,3,0.333,2,3,0.667,0.583,1,1,1,0,3,3,1,1,1,3,5,8,0.160856,0.11167,136.021,123.655,0.090307711,0.11825821,0,0,0,0,1
CJ McCollum,30,NOP,62,62,34.6,8.6,18.8,0.46,2.9,7.6,0.388,5.7,11.2,0.509,0.539,1.9,2.7,0.682,0.9,3.5,4.3,5.1,1.1,0.4,2,2,22.1,2021-22,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1,9.3,27.5,2.6,1,3.6,0.081,3.2,-1.3,1.9,2.1,2145,536,1164,0.46,182,469,0.388,354,695,0.509,0.539,116,170,0.682,53,216,269,315,70,22,127,121,1370,33.333333,30.864198,136.021,123.655,24.95992722,24.50601966,0,0,0,0,1
TJ McConnell,29,IND,27,8,24.1,3.7,7.7,0.481,0.4,1.2,0.303,3.3,6.5,0.514,0.505,0.7,0.9,0.826,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2,8.5,2021-22,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,1,0.4,1.3,0.098,-0.4,1.4,0.9,0.5,652,100,208,0.481,10,33,0.303,90,175,0.514,0.505,19,23,0.826,20,70,90,131,29,10,29,53,229,8.1,7.5,136.021,123.655,6.065262222,5.954962837,0,0,1,0,0
Jaden McDaniels,21,MIN,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,2021-22,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4,1803,255,554,0.46,80,252,0.317,175,302,0.579,0.532,57,71,0.803,76,217,293,79,52,54,75,224,647,2.16144,2.06328,136.021,123.655,1.668577898,1.58904875,0,1,0,0,0
Jalen McDaniels,24,CHO,55,2,16.3,2.2,4.6,0.484,0.7,2,0.38,1.5,2.7,0.562,0.565,1,1.3,0.736,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7,6.2,2021-22,12.7,0.595,0.425,0.283,4.3,16,10.1,8.7,1.4,2.3,11.2,15.3,1,0.7,1.7,0.093,-1.9,-0.4,-2.3,-0.1,895,123,254,0.484,41,108,0.38,82,146,0.562,0.565,53,72,0.736,37,133,170,58,26,22,36,93,340,1.930681,1.782621,136.021,123.655,1.441608508,1.41939921,0,0,0,1,0
Doug McDermott,30,SAS,51,51,24,4.2,9.1,0.462,2.1,5,0.422,2.1,4.1,0.512,0.578,0.8,1,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3,2021-22,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,1.1,0.5,1.6,0.062,-0.4,-2.1,-2.5,-0.1,1223,215,465,0.462,108,256,0.422,107,209,0.512,0.578,40,51,0.784,18,97,115,64,13,6,43,79,578,13.75,13.75,136.021,123.655,11.11964741,10.10873321,0,1,0,0,0
JaVale McGee,34,PHO,74,17,15.8,3.9,6.2,0.629,0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,2021-22,22.6,0.651,0.02,0.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.4,2.6,4.9,0.201,-0.1,0.9,0.8,0.8,1172,288,458,0.629,2,9,0.222,286,449,0.637,0.631,102,146,0.699,163,333,496,42,22,81,98,181,680,5.461219,5,136.021,123.655,4.043508148,4.014982245,1,0,0,0,0
Rodney McGruder,30,DET,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,2021-22,11.6,0.577,0.649,0.116,4.2,12.1,8,9.6,1.4,0.8,9.2,14.8,0.7,0.4,1.2,0.075,-0.7,-0.7,-1.4,0.1,754,98,225,0.436,58,146,0.397,40,79,0.506,0.564,19,26,0.731,31,80,111,48,21,7,24,58,273,2.298385,1.93935,136.021,123.655,1.568355505,1.689728057,0,0,0,0,1
Jordan McLaughlin,25,MIN,62,3,14.5,1.4,3.2,0.44,0.4,1.4,0.318,1,1.9,0.53,0.508,0.5,0.6,0.75,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8,2021-22,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3,1.1,14.9,11.8,1.3,1,2.3,0.123,-1.2,1.6,0.4,0.6,902,88,200,0.44,27,85,0.318,61,115,0.53,0.508,30,40,0.75,22,72,94,180,57,10,38,54,233,2.16,2,136.021,123.655,1.617403259,1.58799009,0,0,1,0,0
