Player,Age,Tm,G,GS,MP_per_game,FG_per_game,FGA_per_game,FG%_per_game,3P_per_game,3PA_per_game,3P%_per_game,2P_per_game,2PA_per_game,2P%_per_game,eFG%_per_game,FT_per_game,FTA_per_game,FT%_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,Season S-1,PER_advanced,TS%_advanced,3PAr_advanced,FTr_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,MP_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,TOV_totals,PF_totals,PTS_totals,Salary S,Salary S-1,Cap Maximum S,Cap Maximum S-1,% of Cap S-1,% of Cap S,C,PF,PG,SF,SG
Armoni Brooks,23,TOR,54,11,15.6,1.8,5.4,0.339,1.4,4.6,0.297,0.4,0.7,0.6,0.467,0.3,0.4,0.857,0.4,1.5,1.9,1.1,0.5,0.2,0.5,1.4,5.3,2021-22,8.4,0.483,0.862,0.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,-0.1,0.4,0.2,0.014,-2.6,-1.3,-3.9,-0.4,844,98,289,0.339,74,249,0.297,24,40,0.6,0.467,18,21,0.857,20,83,103,62,28,11,27,74,288,0.05,1.739065,136.021,123.655,1.406384699,0.03675903,0,0,0,0,1
Dillon Brooks,26,MEM,32,31,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.7,11.8,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,2021-22,15.5,0.515,0.283,0.202,3.4,8.8,6,15.4,1.9,0.8,8,28.8,0.7,0.9,1.6,0.087,-1,-0.8,-1.8,0,885,227,526,0.432,46,149,0.309,181,377,0.48,0.475,90,106,0.849,29,73,102,88,36,8,50,105,590,11.4,12.2,136.021,123.655,9.86615988,8.381058807,0,0,0,1,0
Bruce Brown,25,BRK,72,45,24.6,3.6,7,0.506,0.5,1.3,0.404,3,5.7,0.529,0.543,1.3,1.8,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9,2021-22,15,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15,2.8,2,4.8,0.13,-0.4,1.1,0.7,1.2,1774,256,506,0.506,38,94,0.404,218,412,0.529,0.543,97,128,0.758,100,245,345,148,77,52,56,176,647,6.479,4.736102,136.021,123.655,3.830093405,4.763235089,0,0,0,1,0
Jaylen Brown,25,BOS,66,66,33.6,8.7,18.4,0.473,2.5,7,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,2021-22,18.9,0.574,0.381,0.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,2.3,3.4,5.8,0.124,1.9,0.1,2.1,2.2,2220,576,1217,0.473,166,464,0.358,410,753,0.544,0.541,241,318,0.758,53,351,404,231,70,18,178,163,1559,29.776785,26.758928,136.021,123.655,21.63998868,21.89131458,0,0,0,1,0
Moses Brown,22,CLE,40,6,8.6,1.6,2.7,0.593,0,0,0,1.6,2.7,0.593,0.593,1.1,1.8,0.597,1,2.4,3.4,0,0.2,0.4,0.5,1.3,4.3,2021-22,18.5,0.612,0,0.667,12.7,30.5,21.7,0.4,1,4.2,12.5,20.7,0.5,0.7,1.2,0.161,-2.4,-0.9,-3.3,-0.1,344,64,108,0.593,0,0,0,64,108,0.593,0.593,43,72,0.597,39,96,135,1,7,16,20,53,171,0.824041,1.933909,136.021,123.655,1.56395536,0.605818954,1,0,0,0,0
Sterling Brown,26,DAL,49,3,12.8,1.2,3.2,0.381,0.6,1.9,0.304,0.6,1.3,0.492,0.471,0.3,0.3,0.933,0.5,2.5,3,0.7,0.3,0.1,0.5,1.1,3.3,2021-22,8.4,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1,12.5,13.2,-0.1,0.9,0.8,0.061,-3.4,0.5,-2.9,-0.1,628,59,155,0.381,28,92,0.304,31,63,0.492,0.471,14,15,0.933,26,123,149,34,14,7,23,56,160,3.122602,3,136.021,123.655,2.426104889,2.295676403,0,0,0,0,1
Troy Brown,22,CHI,66,7,16,1.6,3.9,0.419,0.7,2,0.353,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.6,2.5,3.1,1,0.5,0.1,0.4,0.9,4.3,2021-22,10.1,0.525,0.516,0.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,0.5,0.9,1.4,0.065,-1.7,-0.2,-1.8,0.1,1055,108,258,0.419,47,133,0.353,61,125,0.488,0.51,20,26,0.769,39,164,203,66,36,5,26,62,283,1.968175,5.170564,136.021,123.655,4.181443532,1.446964072,0,0,0,1,0
Jalen Brunson,25,DAL,79,61,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0,1.6,1.9,16.3,2021-22,17.1,0.583,0.25,0.211,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,4.9,2.7,7.5,0.143,0.9,0,0.9,1.9,2524,506,1008,0.502,94,252,0.373,412,756,0.545,0.549,179,213,0.84,43,266,309,377,66,3,124,151,1285,27.733332,1.802057,136.021,123.655,1.457326432,20.38900758,0,0,0,0,1
Thomas Bryant,24,WAS,27,9,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1,3,4,0.9,0.2,0.8,0.7,1.6,7.4,2021-22,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,0.7,0.4,1.1,0.118,-0.4,-0.7,-1,0.1,439,77,148,0.52,12,42,0.286,65,106,0.613,0.561,35,40,0.875,26,82,108,23,6,21,19,43,201,1.968175,8.666667,136.021,123.655,7.008747726,1.446964072,1,0,0,0,0
Reggie Bullock,30,DAL,68,37,28,3,7.4,0.401,2.1,5.8,0.36,0.9,1.6,0.55,0.542,0.6,0.7,0.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6,2021-22,9.2,0.558,0.782,0.096,1.9,12.2,7,6.1,1.1,0.7,7.1,13.3,1.2,2,3.2,0.08,-1.4,0,-1.4,0.3,1902,201,501,0.401,141,392,0.36,60,109,0.55,0.542,40,48,0.833,33,208,241,83,41,14,40,111,583,10.0128,9.536,136.021,123.655,7.711778739,7.361216283,0,0,0,1,0
Trey Burke,29,DAL,42,0,10.5,2,5.1,0.391,0.6,2,0.317,1.4,3.2,0.436,0.451,0.5,0.5,0.87,0.1,0.7,0.8,1.4,0.3,0,0.6,0.9,5.1,2021-22,10,0.475,0.381,0.107,1,7.3,4.2,20.7,1.4,0,10.4,25.6,-0.4,0.4,0,0.003,-3.6,-1.4,-5,-0.3,441,84,215,0.391,26,82,0.317,58,133,0.436,0.451,20,23,0.87,4,29,33,57,12,0,26,39,214,3.42375,3.15,136.021,123.655,2.547410133,2.517074569,0,0,1,0,0
Alec Burks,30,NYK,81,44,28.6,3.5,9,0.391,1.9,4.8,0.404,1.6,4.2,0.378,0.499,2.7,3.3,0.822,0.6,4.3,4.9,3,1,0.3,1.1,2.7,11.7,2021-22,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,3.2,2.9,6.1,0.126,-0.4,1.2,0.8,1.7,2318,285,728,0.391,157,389,0.404,128,339,0.378,0.499,217,264,0.822,47,350,397,239,85,26,91,215,944,10.0128,9.536,136.021,123.655,7.711778739,7.361216283,0,0,0,0,1
Jared Butler,21,UTA,42,1,8.6,1.5,3.6,0.404,0.7,2.1,0.318,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.1,1,1.1,1.5,0.4,0.2,0.8,1.1,3.8,2021-22,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26,2.3,2,17.3,23.1,0,0.5,0.4,0.057,-2.3,0.7,-1.6,0,360,61,151,0.404,28,88,0.318,33,63,0.524,0.497,11,16,0.688,5,40,45,63,17,8,33,47,161,1.674655,0.925258,136.021,123.655,0.748257652,1.231173863,0,0,0,0,1
Jimmy Butler,32,MIA,57,57,33.9,7,14.5,0.48,0.5,2,0.233,6.5,12.5,0.52,0.496,6.9,8,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,2021-22,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,0.228,4.5,1.9,6.3,4,1931,398,829,0.48,27,116,0.233,371,713,0.52,0.496,396,455,0.87,102,234,336,312,94,27,121,88,1219,37.6533,36.0162,136.021,123.655,29.12635963,27.68197558,0,0,0,1,0
Kentavious Caldwell-Pope,28,WAS,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,2021-22,12.6,0.568,0.492,0.186,2,10.3,6.2,9.1,1.8,0.9,9.8,19,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3,2329,361,829,0.435,159,408,0.39,202,421,0.48,0.531,137,154,0.89,41,220,261,145,83,26,97,139,1018,14.004703,13.038862,136.021,123.655,10.54454895,10.29598591,0,0,0,0,1
Facundo Campazzo,30,DEN,65,4,18.2,1.6,4.6,0.361,0.9,3,0.301,0.8,1.6,0.476,0.459,0.9,1.2,0.769,0.4,1.4,1.8,3.4,1,0.4,1,1.9,5.1,2021-22,11.1,0.503,0.652,0.264,2.2,8.6,5.5,24.1,2.6,1.8,16.9,14.7,0.6,1.3,2,0.081,-2.1,1.3,-0.8,0.4,1184,107,296,0.361,58,193,0.301,49,103,0.476,0.459,60,78,0.769,23,94,117,220,63,23,67,124,332,0.464299,3.1,136.021,123.655,2.506975052,0.341343616,0,0,1,0,0
Vlatko Cancar,24,DEN,15,1,11.7,1.5,2.7,0.561,0.5,0.8,0.583,1.1,1.9,0.552,0.646,0.6,0.9,0.643,0.5,1.5,2.1,1.1,0.1,0.2,0.6,1.2,4.1,2021-22,12.7,0.657,0.293,0.341,5.2,14.1,9.8,13.2,0.6,1.5,16,14,0.3,0.1,0.4,0.114,-0.9,-0.9,-1.7,0,176,23,41,0.561,7,12,0.583,16,29,0.552,0.646,9,14,0.643,8,23,31,17,2,3,9,18,62,2.234359,1.782621,136.021,123.655,1.441608508,1.642657384,0,1,0,0,0
Clint Capela,27,ATL,74,73,27.6,5,8.2,0.613,0,0,0,5,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,2021-22,21.4,0.604,0.002,0.28,15,31.9,23.5,6.6,1.3,4.1,6.1,15.5,5.6,2.7,8.3,0.195,2.1,-0.1,2,2.1,2042,370,604,0.613,0,1,0,370,603,0.614,0.613,80,169,0.473,279,598,877,92,55,93,44,166,820,18.206896,17.603448,136.021,123.655,14.23593708,13.38535667,1,0,0,0,0
Vernon Carey,20,WAS,7,1,6.3,1,1.9,0.538,0,0,0,1,1.9,0.538,0.538,0.9,1.9,0.462,1.1,0.6,1.7,0,0.3,0.1,0.4,0.6,2.9,2021-22,15.8,0.534,0,1,19.9,9.8,14.8,0,2.2,1.9,13.8,21.6,0,0,0.1,0.068,-3,-4.5,-7.5,-0.1,44,7,13,0.538,0,0,0,7,13,0.538,0.538,6,13,0.462,8,4,12,0,2,1,3,4,20,1.882621,1.517981,136.021,123.655,1.227593708,1.384066431,1,0,0,0,0
Jevon Carter,26,MIL,66,3,13.7,1.5,3.8,0.387,1,2.6,0.388,0.5,1.3,0.386,0.518,0.2,0.3,0.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1,4.2,2021-22,9.6,0.531,0.672,0.071,1.7,11.2,6.6,14,1.3,1.4,11.5,14,0.5,0.7,1.2,0.062,-1.8,-0.4,-2.2,-0.1,905,98,253,0.387,66,170,0.388,32,83,0.386,0.518,15,18,0.833,14,96,110,96,24,14,34,67,277,6.025,4.107149,136.021,123.655,3.321458089,4.429463098,0,0,1,0,0
Wendell Carter,22,ORL,62,61,29.9,5.8,11,0.525,1.1,3.5,0.327,4.7,7.6,0.615,0.576,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15,2021-22,18.4,0.601,0.313,0.303,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,2.6,2.4,5,0.129,1,0.6,1.6,1.7,1852,359,684,0.525,70,214,0.327,289,470,0.615,0.576,143,207,0.691,139,509,648,171,36,43,117,169,931,14.15,6.920027,136.021,123.655,5.596237111,10.40280545,0,1,0,0,0
Alex Caruso,27,CHI,41,18,28,2.5,6.2,0.398,1,3.1,0.333,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.8,2.8,3.6,4,1.7,0.4,1.4,2.6,7.4,2021-22,11.7,0.528,0.492,0.285,3.3,11.2,7.3,18.5,3,1.1,16.5,13.3,0.7,1.2,2,0.082,-2.2,2.3,0.2,0.6,1147,102,256,0.398,42,126,0.333,60,130,0.462,0.48,58,73,0.795,33,115,148,165,71,15,57,106,304,9.03,8.6,136.021,123.655,6.954834014,6.638680792,0,0,0,0,1
Willie Cauley-Stein,28,PHI,20,2,9.2,0.8,1.8,0.457,0.1,0.1,0.5,0.8,1.7,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2,0.5,0.3,0.2,0.4,1,1.7,2021-22,8.3,0.474,0.057,0.057,7.9,16.4,12.2,7.5,1.7,1.5,16.3,10.6,0,0.3,0.2,0.066,-4.1,1.1,-3,0,183,16,35,0.457,1,2,0.5,15,33,0.455,0.471,1,2,0.5,13,27,40,10,6,3,7,19,34,0.155738,4.220083,136.021,123.655,3.412787999,0.114495556,1,0,0,0,0
Justin Champagnie,20,TOR,36,0,7.8,0.9,1.9,0.463,0.3,0.8,0.357,0.6,1.1,0.538,0.537,0.3,0.3,1,1,1,2,0.3,0.2,0.1,0.2,0.9,2.3,2021-22,13.6,0.571,0.418,0.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12,0.5,0.3,0.8,0.138,-1.3,-0.7,-2,0,281,31,67,0.463,10,28,0.357,21,39,0.538,0.537,9,9,1,37,35,72,11,8,4,8,32,81,0.853241,0.462629,136.021,123.655,0.374128826,0.627286228,0,0,0,1,0
Marquese Chriss,24,DAL,34,0,10.2,1.8,3.9,0.463,0.2,0.7,0.32,1.6,3.2,0.495,0.493,0.6,1,0.667,1,2.1,3,0.5,0.4,0.4,0.5,1.9,4.5,2021-22,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,0.2,0.6,0.8,0.108,-3.8,0,-3.8,-0.2,346,62,134,0.463,8,25,0.32,54,109,0.495,0.493,22,33,0.667,33,70,103,17,13,12,17,64,154,2.19392,1.2929,136.021,123.655,1.045570337,1.612927416,0,1,0,0,0
Josh Christopher,20,HOU,74,2,18,3,6.8,0.448,0.8,2.6,0.296,2.3,4.2,0.54,0.504,1.1,1.5,0.735,0.7,1.8,2.5,2,0.9,0.2,1.5,1.3,7.9,2021-22,12.2,0.534,0.378,0.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,-0.4,0.7,0.3,0.01,-2.2,-1.3,-3.5,-0.5,1334,224,500,0.448,56,189,0.296,168,311,0.54,0.504,83,113,0.735,52,134,186,150,65,13,114,97,587,2.37216,2.25924,136.021,123.655,1.82705107,1.743966005,0,0,0,0,1
Brandon Clarke,25,MEM,64,1,19.5,4.5,7,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,2021-22,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,4.4,1.9,6.3,0.241,3.1,1.1,4.2,2,1246,288,447,0.644,5,22,0.227,283,425,0.666,0.65,85,130,0.654,135,207,342,86,39,68,34,122,666,4.343919,2.72688,136.021,123.655,2.2052323,3.193564964,0,1,0,0,0
Jordan Clarkson,29,UTA,79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16,2021-22,14.9,0.532,0.536,0.156,3.5,10.2,7,14.5,1.5,0.7,9.8,26.8,1.5,2,3.5,0.079,0.5,-1.2,-0.6,0.7,2141,466,1113,0.419,190,597,0.318,276,516,0.535,0.504,144,174,0.828,67,206,273,194,66,16,129,149,1266,13.34,12.42,136.021,123.655,10.04407424,9.807309165,0,0,0,0,1
Amir Coffey,24,LAC,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9,2021-22,13,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,2.3,1.5,3.8,0.116,-0.3,0,-0.3,0.7,1567,211,466,0.453,96,254,0.378,115,212,0.542,0.556,101,117,0.863,26,171,197,124,38,15,45,87,619,3.395062,0.573576,136.021,123.655,0.463851846,2.495983708,0,0,0,0,1
John Collins,24,ATL,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1,1.1,3,16.2,2021-22,18.7,0.61,0.273,0.262,6.2,21.5,13.9,8.9,1,3,7.7,20.5,3.6,1.4,5.1,0.146,1.5,0,1.5,1.5,1663,339,644,0.526,64,176,0.364,275,468,0.588,0.576,134,169,0.793,93,329,422,98,33,56,60,164,876,23.5,23,136.021,123.655,18.60013748,17.27674403,0,1,0,0,0
Zach Collins,24,SAS,28,4,17.9,2.7,5.5,0.49,0.5,1.5,0.341,2.2,4.1,0.544,0.535,1.9,2.3,0.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,2021-22,16.4,0.594,0.265,0.419,9.5,22.5,16,16.3,1.2,3.8,19.7,19.2,0.6,0.7,1.2,0.118,-1.2,1,-0.2,0.2,502,76,155,0.49,14,41,0.341,62,114,0.544,0.535,52,65,0.8,46,107,153,61,13,23,45,67,218,7.35,7,136.021,123.655,5.660911407,5.403577389,1,0,0,0,0
Mike Conley,34,UTA,72,72,28.6,4.8,11,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3,5.3,1.3,0.3,1.7,2,13.7,2021-22,17.2,0.572,0.523,0.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,4.4,2.3,6.7,0.157,2.4,0.7,3.1,2.7,2058,344,791,0.435,169,414,0.408,175,377,0.464,0.542,129,162,0.796,47,170,217,385,96,21,123,142,986,22.68,21,136.021,123.655,16.98273422,16.67389594,0,0,1,0,0
Pat Connaughton,29,MIL,65,19,26,3.5,7.6,0.458,2.2,5.7,0.395,1.2,1.9,0.643,0.605,0.7,0.8,0.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,1.3,9.9,2021-22,13.4,0.62,0.746,0.109,2.9,14,8.6,6.6,1.7,0.9,6.3,14,2.8,1.6,4.4,0.125,0.8,0.3,1.2,1.4,1691,227,496,0.458,146,370,0.395,81,126,0.643,0.605,45,54,0.833,45,228,273,82,59,15,35,86,645,5.728393,5.333334,136.021,123.655,4.313075897,4.211403386,0,0,0,1,0
Robert Covington,31,LAC,71,42,27.3,2.9,7,0.42,1.8,4.8,0.378,1.1,2.2,0.509,0.548,0.8,1,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,2021-22,12.4,0.572,0.681,0.139,3.3,18.9,11,6.8,2.6,4.4,12.4,13.5,0.8,2.4,3.2,0.08,-1.6,1.7,0.2,1.1,1939,209,498,0.42,128,339,0.378,81,159,0.509,0.548,58,69,0.841,59,332,391,92,103,91,75,190,604,12.307692,12.975471,136.021,123.655,10.49328454,9.048376354,0,1,0,0,0
Torrey Craig,31,PHO,78,16,20.5,2.6,5.7,0.454,1,3,0.329,1.6,2.7,0.594,0.541,0.5,0.7,0.75,1.1,2.9,4,1.2,0.6,0.5,0.9,1.9,6.6,2021-22,11,0.556,0.531,0.118,5.9,15.4,10.7,7.6,1.4,2,12.6,14.3,0.9,1.4,2.3,0.07,-1.7,-0.1,-1.8,0.1,1596,200,441,0.454,77,234,0.329,123,207,0.594,0.541,39,52,0.75,86,224,310,91,46,36,67,151,516,5.121951,4.878049,136.021,123.655,3.944886175,3.765558995,0,0,0,1,0
Jae Crowder,31,PHO,67,67,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4,2021-22,11.3,0.541,0.671,0.165,1.8,18,10.1,8.3,2.4,1.4,8.6,14.6,0.9,3.4,4.3,0.11,-1.3,2.4,1.1,1.5,1886,217,544,0.399,127,365,0.348,90,179,0.503,0.516,71,90,0.789,30,324,354,124,95,30,55,173,632,10.1838,9.7209,136.021,123.655,7.861307671,7.486932165,0,1,0,0,0
Jarrett Culver,22,MEM,37,0,9.1,1.4,3.6,0.378,0.3,1.3,0.255,1.1,2.4,0.443,0.422,0.4,0.9,0.471,0.4,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.5,2021-22,8.7,0.433,0.348,0.252,3.9,11.1,7.4,13,2.8,1.3,11.8,20.6,-0.4,0.5,0.1,0.012,-5.7,0.3,-5.4,-0.3,338,51,135,0.378,12,47,0.255,39,88,0.443,0.422,16,34,0.471,13,35,48,33,20,5,20,42,130,0.260295,6.39516,136.021,123.655,5.171776313,0.191363834,0,0,0,0,1
Cade Cunningham,20,DET,64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,2021-22,13.1,0.504,0.352,0.163,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,-2.4,1.9,-0.5,-0.011,-1.1,-0.5,-1.6,0.2,2088,429,1031,0.416,114,363,0.314,315,668,0.472,0.471,142,168,0.845,58,296,354,356,78,43,234,200,1114,10.5528,10.05012,136.021,123.655,8.127548421,7.758213805,0,0,0,0,1
Seth Curry,31,BRK,64,64,33.3,5.6,11.5,0.487,2.5,5.8,0.422,3.2,5.7,0.553,0.594,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3,15,2021-22,13.7,0.615,0.506,0.127,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,2.7,1.5,4.2,0.095,0.3,-0.9,-0.6,0.8,2134,360,739,0.487,158,374,0.422,202,365,0.553,0.594,82,94,0.872,21,179,200,230,53,14,109,148,960,8.496653,8.207518,136.021,123.655,6.637433181,6.246574426,0,0,0,0,1
Stephen Curry,33,GSW,64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2,25.5,2021-22,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.4,1.9,1,13.2,30.8,4.6,3.4,8,0.173,5.4,0.4,5.8,4.4,2211,535,1224,0.437,285,750,0.38,250,474,0.527,0.554,275,298,0.923,34,301,335,404,85,23,206,130,1630,48.070014,45.780966,136.021,123.655,37.02314181,35.3401416,0,0,1,0,0
Anthony Davis,28,LAL,40,40,35.1,9.3,17.4,0.532,0.3,1.8,0.186,8.9,15.6,0.571,0.542,4.4,6.1,0.713,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,2021-22,23.9,0.578,0.101,0.351,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,2.6,2,4.5,0.155,2.6,1.2,3.8,2,1404,370,695,0.532,13,70,0.186,357,625,0.571,0.542,174,244,0.713,106,288,394,122,49,90,82,97,927,37.98072,35.36136,136.021,123.655,28.59678945,27.92268841,1,0,0,0,0
Terence Davis,24,SAC,30,11,17.9,3.8,8.9,0.423,1.6,5,0.329,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,2021-22,14.6,0.543,0.558,0.165,2.2,17,9.5,11.9,2.2,1.8,10.3,25.6,0,0.5,0.5,0.044,-0.6,-0.4,-0.9,0.2,536,113,267,0.423,49,149,0.329,64,118,0.542,0.515,36,44,0.818,11,83,94,40,25,11,33,70,311,4,4,136.021,123.655,3.234806518,2.940722388,0,0,0,0,1
Dewayne Dedmon,32,MIA,67,15,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.2,3.6,0.597,0.598,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1,2.6,6.3,2021-22,15.9,0.632,0.162,0.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,1.5,2,3.5,0.157,-2.2,1.1,-1,0.3,1065,164,290,0.566,19,47,0.404,145,243,0.597,0.598,75,100,0.75,105,281,386,47,24,42,70,174,422,8.283688,5.256308,136.021,123.655,4.250784845,6.09000669,1,0,0,0,0
DeMar DeRozan,32,CHI,76,76,36.1,10.2,20.2,0.504,0.7,1.9,0.352,9.5,18.3,0.52,0.521,6.8,7.8,0.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,2021-22,23.1,0.59,0.093,0.386,2.3,13.7,8,23.3,1.2,0.8,9.2,31.8,7,1.8,8.8,0.154,3.4,-0.9,2.5,3.1,2743,774,1535,0.504,50,142,0.352,724,1393,0.52,0.521,520,593,0.877,56,336,392,374,68,24,181,178,2118,27.3,26,136.021,123.655,21.02624237,20.0704303,0,1,0,0,0
Mamadi Diakite,25,OKC,13,3,14.5,1.9,3.6,0.532,0,0.4,0,1.9,3.2,0.595,0.532,0.5,0.8,0.545,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3,2021-22,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,0.1,0.3,0.3,0.08,-5.9,0.9,-5,-0.1,188,25,47,0.532,0,5,0,25,42,0.595,0.532,6,11,0.545,17,42,59,2,5,9,7,33,56,0.508891,0.869078,136.021,123.655,0.702824795,0.374126789,0,1,0,0,0
Hamidou Diallo,23,DET,58,29,21.9,4.5,9.1,0.496,0.4,1.6,0.247,4.1,7.5,0.55,0.518,1.6,2.4,0.65,1.2,3.6,4.8,1.3,1.2,0.3,1,2.5,11,2021-22,15.7,0.541,0.177,0.266,5.6,18.7,11.8,9.8,2.7,1.2,9,21.8,0.6,1.5,2.1,0.079,-1.2,0.7,-0.5,0.5,1269,261,526,0.496,23,93,0.247,238,433,0.55,0.518,91,140,0.65,69,208,277,73,71,17,58,143,636,5.2,5.2,136.021,123.655,4.205248474,3.822939105,0,0,0,0,1
